,index,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,Deposit,Proba guess
3393,40088,26,unemployed,single,high.school,no,yes,no,telephone,jul,fri,23,1,999,0,nonexistent,-1.7,94.215,-40.3,0.822,4991.6,0,0.07852291483410356
3394,26738,32,admin.,single,high.school,no,no,no,cellular,nov,thu,470,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.8843841167758716
3395,11708,55,blue-collar,married,basic.4y,no,yes,no,telephone,jun,fri,585,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.9308682962545582
3396,36878,29,unemployed,single,basic.4y,no,no,yes,cellular,jun,wed,243,3,3,2,success,-2.9,92.963,-40.8,1.244,5076.2,1,0.8530855123898898
3397,29721,34,blue-collar,married,high.school,no,yes,no,cellular,apr,mon,143,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,0.117377604100948
3398,9874,30,blue-collar,single,basic.6y,no,yes,no,telephone,jun,wed,100,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.5651734817019118
3399,23365,43,management,married,university.degree,no,no,no,cellular,aug,wed,13,11,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.7075599478322232
3400,26450,45,blue-collar,married,basic.9y,no,no,no,cellular,nov,thu,73,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.8879800899401759
3401,13840,35,blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,157,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.09577602929981288
3402,25706,32,services,married,high.school,no,no,yes,cellular,nov,wed,222,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.8157705845493284
3403,39373,20,services,single,high.school,no,no,no,cellular,mar,mon,150,3,3,3,success,-1.8,93.369,-34.8,0.635,5008.7,0,0.27801633166878204
3404,20132,37,admin.,married,university.degree,no,no,yes,cellular,aug,mon,170,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.5922873857659138
3405,7550,43,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,1500,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,1,0.7197957093739197
3406,15128,39,housemaid,divorced,basic.9y,no,no,no,cellular,jul,thu,926,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,1,0.7770191493604176
3407,11326,60,blue-collar,married,basic.9y,no,yes,no,telephone,jun,thu,80,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.29466484899886947
3408,16638,29,technician,single,university.degree,no,no,yes,telephone,jul,wed,203,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.6073765389488749
3409,4315,21,admin.,single,basic.9y,no,yes,yes,telephone,may,tue,171,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.2874728742023305
3410,29298,32,services,married,high.school,no,no,yes,cellular,apr,fri,340,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.9983167502844696
3411,1464,57,services,divorced,high.school,no,no,yes,telephone,may,thu,185,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.8145056079423507
3412,26833,39,entrepreneur,married,professional.course,no,no,no,cellular,nov,thu,165,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.4139779162693674
3413,30507,35,blue-collar,married,basic.4y,no,yes,no,cellular,may,mon,291,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,0.8791421856642359
3414,1817,30,technician,married,university.degree,no,no,no,telephone,may,fri,282,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.7325011151084537
3415,4929,43,management,married,university.degree,no,no,no,telephone,may,wed,237,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.928746930727756
3416,26903,55,unemployed,married,university.degree,no,yes,no,cellular,nov,thu,303,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.1716106942469242
3417,24176,35,unemployed,married,basic.4y,no,yes,no,cellular,nov,mon,57,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.2948350049208741
3418,17823,57,technician,married,basic.9y,no,no,no,cellular,jul,tue,94,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.0937366760746422
3419,2232,40,blue-collar,divorced,basic.6y,no,no,no,telephone,may,mon,162,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3179810316787127
3420,34318,28,entrepreneur,married,high.school,no,yes,no,cellular,may,thu,61,6,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0.381188613746538
3421,5102,32,services,married,high.school,no,yes,no,telephone,may,fri,445,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.6327125396187535
3422,17003,50,management,married,high.school,no,yes,no,cellular,jul,thu,90,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.47151993834858275
3423,16563,49,self-employed,divorced,university.degree,no,yes,no,cellular,jul,wed,126,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.717668980777047
3424,21115,54,admin.,divorced,university.degree,no,no,no,cellular,aug,mon,180,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.26922353350171446
3425,38061,34,admin.,married,university.degree,no,no,no,telephone,sep,fri,290,2,999,0,nonexistent,-3.4,92.379,-29.8,0.773,5017.5,1,0.17305671918218446
3426,17610,30,admin.,married,high.school,no,no,no,cellular,jul,mon,270,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.37912260277536525
3427,33170,45,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,187,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,0.43808143742785455
3428,3809,56,services,married,basic.9y,no,yes,no,telephone,may,fri,174,15,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.4221265678158336
3429,20570,57,admin.,married,university.degree,no,no,no,cellular,aug,tue,612,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.913569686661525
3430,1280,42,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,191,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.2695670183469543
3431,32894,40,services,divorced,high.school,no,yes,no,cellular,may,mon,262,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,0.3520434026951569
3432,21299,36,admin.,single,university.degree,no,yes,yes,cellular,aug,mon,134,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.215209660163327
3433,2092,31,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,194,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.37192301140427286
3434,34716,28,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,176,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0.389855390831109
3435,24457,29,admin.,married,university.degree,no,no,no,cellular,nov,mon,142,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,0.5754270571118745
3436,6221,37,self-employed,divorced,high.school,no,no,no,telephone,may,tue,182,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.278364978622443
3437,5471,46,admin.,single,university.degree,no,no,yes,telephone,may,fri,105,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.2594923085078481
3438,21663,35,technician,married,professional.course,no,yes,yes,cellular,aug,tue,202,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.7190613950565239
3439,36935,36,entrepreneur,single,basic.4y,no,no,no,cellular,jun,tue,166,1,999,0,nonexistent,-2.9,92.963,-40.8,1.099,5076.2,0,0.9101787075725445
3440,19483,44,blue-collar,married,basic.9y,no,no,no,cellular,aug,thu,1056,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1,0.12209681956344154
3441,6278,39,services,married,high.school,no,yes,no,telephone,may,tue,399,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.18228897074998485
3442,9120,45,self-employed,married,basic.4y,no,no,no,telephone,jun,fri,339,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.13310964487590315
3443,17834,55,blue-collar,divorced,basic.4y,no,no,yes,cellular,jul,tue,196,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.6836076828044971
3444,3036,38,self-employed,single,university.degree,no,no,yes,telephone,may,wed,270,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.2140097727076603
3445,40599,67,retired,married,professional.course,no,no,no,cellular,sep,fri,116,2,999,0,nonexistent,-1.1,94.199,-37.5,0.883,4963.6,0,0.6045716033063737
3446,37163,37,technician,married,professional.course,no,no,no,cellular,aug,wed,157,3,4,2,success,-2.9,92.201,-31.4,0.884,5076.2,1,0.20167873480298304
3447,6117,33,self-employed,married,high.school,no,yes,no,telephone,may,tue,103,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.8177571936931245
3448,21953,54,admin.,married,university.degree,no,no,no,cellular,aug,wed,56,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.3161071322581981
3449,37373,58,admin.,married,university.degree,no,no,no,cellular,aug,tue,373,4,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.6696167646858762
3450,16243,49,admin.,married,basic.9y,no,yes,yes,cellular,jul,tue,145,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.1487335628025609
3451,17443,44,management,married,high.school,no,yes,no,cellular,jul,mon,418,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.30594544708616045
3452,37770,47,housemaid,married,university.degree,no,yes,no,cellular,aug,mon,232,2,999,0,nonexistent,-2.9,92.201,-31.4,0.843,5076.2,1,0.2972414453016764
3453,32702,31,services,single,high.school,no,no,yes,cellular,may,mon,369,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0,0.6350799325450489
3454,11253,36,management,single,high.school,no,no,no,telephone,jun,thu,184,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.6808805271233367
3455,2699,37,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,260,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.8452486465038237
3456,19975,58,self-employed,married,university.degree,no,yes,no,cellular,aug,fri,173,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.1833469067689233
3457,6987,40,technician,married,basic.9y,no,yes,no,telephone,may,thu,257,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.7604297643064385
3458,17167,28,blue-collar,single,basic.9y,no,no,yes,cellular,jul,fri,184,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.7119394022793596
3459,15932,35,blue-collar,single,basic.4y,no,no,no,cellular,jul,mon,59,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.5575439140774725
3460,30851,39,blue-collar,single,basic.4y,no,no,no,cellular,may,tue,231,4,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,0.6501629863156845
3461,24794,49,management,married,university.degree,no,yes,no,cellular,nov,tue,116,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.0899951030326972
3462,12552,27,admin.,single,high.school,no,no,no,cellular,jul,mon,261,12,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.14687581572257136
3463,18319,31,services,single,high.school,no,yes,no,cellular,jul,wed,21,20,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.41557172071663584
3464,7433,35,management,single,high.school,no,no,no,telephone,may,fri,126,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0.7113706883010249
3465,34904,30,management,married,university.degree,no,no,no,cellular,may,fri,67,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,0.16782116362359434
3466,4580,39,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,175,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.3889791392243084
3467,40520,36,admin.,married,university.degree,no,no,no,cellular,aug,wed,212,7,6,1,success,-1.7,94.027,-38.3,0.894,4991.6,0,0.49794595388742613
3468,23234,38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,35,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.9350457269132086
3469,1754,46,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,107,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.055196248654505564
3470,7454,56,technician,married,basic.4y,no,no,no,telephone,may,fri,95,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0.8290074909485965
3471,36131,31,blue-collar,married,basic.4y,no,no,no,cellular,may,wed,81,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0,0.9841598458987846
3472,14989,40,management,single,university.degree,no,no,no,cellular,jul,thu,309,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,0.26727261351988885
3473,29009,41,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,69,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,0.8900573037740913
3474,19408,42,admin.,single,university.degree,no,no,no,cellular,aug,wed,286,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,0.29030013877540917
3475,26380,29,blue-collar,married,high.school,no,yes,no,cellular,nov,thu,168,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.7990074981966317
3476,23040,37,housemaid,married,basic.4y,no,no,yes,cellular,aug,tue,235,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.45985736799923627
3477,5463,31,admin.,divorced,high.school,no,no,no,telephone,may,fri,267,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.59760864887687
3478,12217,30,self-employed,married,university.degree,no,yes,yes,telephone,jul,wed,957,3,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,0,0.2366673767651024
3479,28937,38,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,612,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,0.687614962160815
3480,26115,34,management,married,high.school,no,yes,no,cellular,nov,wed,228,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.1486848661132304
3481,23819,51,blue-collar,married,professional.course,no,no,no,cellular,aug,fri,150,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.5596864990017729
3482,1140,35,admin.,single,basic.4y,no,no,no,telephone,may,wed,309,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.49432893054401306
3483,13386,21,blue-collar,single,basic.9y,no,no,no,cellular,jul,wed,208,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.8372059959494197
3484,29232,34,blue-collar,married,professional.course,no,no,no,cellular,apr,fri,345,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.48146851537373303
3485,33560,46,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,210,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,0.7847309599867293
3486,3302,54,blue-collar,divorced,basic.4y,no,no,no,telephone,may,thu,138,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.4002943067357757
3487,9999,40,services,divorced,basic.9y,no,yes,yes,telephone,jun,wed,26,29,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.3079059334309052
3488,36059,29,admin.,single,university.degree,no,yes,no,cellular,may,tue,88,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0.7872271363776071
3489,30713,34,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,129,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,0.4184642639114249
3490,13079,54,admin.,married,high.school,no,yes,no,cellular,jul,tue,369,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.496766061213335
3491,8106,31,services,married,basic.6y,no,no,no,telephone,jun,mon,92,5,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.577322531324329
3492,18094,56,management,married,university.degree,no,no,yes,telephone,jul,wed,154,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.8196657378893285
3493,19969,29,technician,single,high.school,no,yes,no,cellular,aug,fri,580,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,0.5813199746267194
3494,39417,53,management,divorced,university.degree,no,no,no,cellular,apr,thu,198,2,999,0,nonexistent,-1.8,93.749,-34.6,0.64,5008.7,0,0.4061429026808099
3495,38518,81,housemaid,married,basic.4y,no,yes,no,cellular,oct,wed,246,2,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,0,0.16058682850924277
3496,12357,45,blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,297,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0,0.7021113049141089
3497,34941,41,blue-collar,married,basic.6y,no,yes,no,cellular,may,fri,432,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.8832328216518347
3498,35127,45,retired,married,basic.6y,no,no,yes,cellular,may,fri,102,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,0.10837888790415218
3499,5246,49,entrepreneur,married,university.degree,no,no,no,telephone,may,fri,110,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.46621397581308155
3500,28525,47,blue-collar,married,professional.course,no,yes,no,cellular,apr,tue,225,4,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,0,0.9345355051790349
3501,31957,44,technician,divorced,professional.course,no,yes,no,cellular,may,thu,245,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,0.5635091674751708
3502,1113,34,management,married,university.degree,no,no,no,telephone,may,wed,984,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.5452535141070303
3503,25915,31,technician,married,university.degree,no,no,no,cellular,nov,wed,690,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.06347554987814286
3504,36918,51,admin.,married,university.degree,no,no,no,telephone,jun,mon,295,3,999,0,nonexistent,-2.9,92.963,-40.8,1.215,5076.2,0,0.5353001796288375
3505,23567,57,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,80,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,0.654541303819938
3506,9916,52,blue-collar,divorced,high.school,no,no,no,telephone,jun,wed,134,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.14659184563314454
3507,14201,26,blue-collar,single,professional.course,no,no,no,cellular,jul,mon,74,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.9563647276468465
3508,7291,37,blue-collar,single,basic.9y,no,no,no,telephone,may,thu,96,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.19615079194334273
3509,27796,30,student,single,basic.4y,no,yes,yes,cellular,mar,tue,70,2,999,0,nonexistent,-1.8,92.843,-50.0,1.687,5099.1,0,0.673925993557942
3510,32020,26,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,273,4,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,0.27434115340819953
3511,36381,26,admin.,single,university.degree,no,no,no,cellular,jun,tue,271,2,3,1,success,-2.9,92.963,-40.8,1.262,5076.2,1,0.10843083383187457
3512,40863,30,self-employed,single,basic.9y,no,no,yes,telephone,oct,mon,5,1,999,0,nonexistent,-1.1,94.601,-49.5,0.953,4963.6,0,0.26090080369488244
3513,38965,55,technician,married,high.school,no,yes,no,cellular,dec,thu,284,1,999,1,failure,-3.0,92.713,-33.0,0.72,5023.5,1,0.33415183351807476
3514,24887,37,technician,married,professional.course,no,yes,no,cellular,nov,tue,850,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.4647318772310227
3515,20993,58,technician,married,high.school,no,yes,yes,telephone,aug,thu,64,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.2343564434014873
3516,32974,24,technician,single,basic.9y,no,yes,no,cellular,may,mon,111,6,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,0.7275038866586078
3517,41037,28,admin.,single,university.degree,no,yes,no,cellular,oct,mon,324,1,6,2,success,-1.1,94.601,-49.5,1.032,4963.6,0,0.807191102024009
3518,30193,30,admin.,single,university.degree,no,no,no,cellular,apr,thu,222,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,0.7909755960469493
3519,24323,46,technician,married,professional.course,no,no,yes,cellular,nov,mon,173,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.7157485483912336
3520,9863,45,technician,single,professional.course,no,yes,no,telephone,jun,wed,83,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.26964324616102264
3521,24218,39,management,single,basic.9y,no,no,yes,telephone,nov,mon,33,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.21045779104067575
3522,23646,42,management,married,university.degree,no,yes,no,cellular,aug,thu,715,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,0.10912832824141494
3523,18984,59,retired,married,basic.4y,no,no,no,cellular,aug,mon,357,3,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,0.3966811014027529
3524,36977,60,housemaid,married,basic.4y,no,yes,no,cellular,jul,thu,503,2,5,2,success,-2.9,92.469,-33.6,1.072,5076.2,1,0.0872666401760328
3525,33720,43,admin.,married,high.school,no,no,no,cellular,may,wed,140,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0.6553896564824753
3526,33098,27,admin.,single,high.school,no,yes,no,cellular,may,tue,41,3,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0,0.9498289143624183
3527,2916,45,blue-collar,single,basic.9y,no,yes,yes,telephone,may,wed,411,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.755633280579152
3528,17996,28,management,married,university.degree,no,yes,yes,cellular,jul,wed,329,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.11689172709839246
3529,23377,48,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,67,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.020481248718401956
3530,25663,30,services,married,professional.course,no,no,no,cellular,nov,wed,84,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.3348888297863468
3531,25363,29,technician,divorced,professional.course,no,no,no,cellular,nov,tue,55,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0,0.9928761567590365
3532,15093,34,technician,single,professional.course,no,yes,no,cellular,jul,thu,109,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,0.3128317479770013
3533,8556,31,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,204,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.7375077987941283
3534,9203,38,admin.,married,university.degree,no,no,no,telephone,jun,fri,460,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,1,0.7165293765913929
3535,36671,51,technician,married,basic.9y,no,no,no,telephone,jun,fri,302,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0.5725575976952813
3536,11947,30,blue-collar,single,basic.9y,no,yes,no,telephone,jun,mon,662,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,1,0.367646057669637
3537,31148,35,services,married,high.school,no,no,no,cellular,may,wed,257,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0,0.2082656940300881
3538,17673,48,retired,married,basic.4y,no,yes,yes,telephone,jul,mon,27,17,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.9799992164436357
3539,20615,41,housemaid,married,basic.6y,no,no,no,cellular,aug,wed,186,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.06589377000512553
3540,5150,47,management,divorced,university.degree,no,no,no,telephone,may,fri,63,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.2362277519371
3541,4288,36,admin.,married,high.school,no,no,no,telephone,may,tue,369,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.3088994705101167
3542,835,45,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,121,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.9095033534823053
3543,13890,33,admin.,married,high.school,no,yes,no,cellular,jul,fri,80,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.7133692630190983
3544,942,42,services,divorced,high.school,no,no,no,telephone,may,wed,117,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.2653718502380127
3545,36637,24,student,single,high.school,no,no,no,cellular,jun,thu,282,3,999,2,failure,-2.9,92.963,-40.8,1.26,5076.2,1,0.16450130293866305
3546,1820,41,technician,married,university.degree,no,yes,no,telephone,may,fri,67,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.8804974135265312
3547,34906,22,technician,single,university.degree,no,no,no,cellular,may,fri,382,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1,0.7937831324318396
3548,35193,60,admin.,divorced,high.school,no,yes,no,cellular,may,fri,99,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,0.038387431976404374
3549,20393,30,admin.,single,university.degree,no,no,no,cellular,aug,tue,52,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.8793008435965847
3550,8638,39,admin.,single,high.school,no,no,no,telephone,jun,wed,139,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.5879397452104611
3551,36421,46,unemployed,married,basic.9y,no,yes,yes,cellular,jun,tue,1210,4,999,1,failure,-2.9,92.963,-40.8,1.262,5076.2,1,0.4575371969863721
3552,35793,33,technician,married,professional.course,no,yes,no,cellular,may,mon,638,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1,0.6738518768832562
3553,21942,31,technician,married,high.school,no,yes,no,cellular,aug,wed,78,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.03944279853538757
3554,30629,37,services,single,university.degree,no,yes,no,cellular,may,mon,23,5,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,0.33032120346966154
3555,19271,37,technician,single,high.school,no,yes,no,cellular,aug,wed,133,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,0.08804841780935202
3556,28340,22,management,single,university.degree,no,yes,no,cellular,apr,wed,179,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,0.6836374647810503
3557,10005,37,admin.,married,university.degree,no,yes,no,telephone,jun,wed,83,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.3980117152162973
3558,9793,21,technician,single,professional.course,no,no,no,telephone,jun,wed,54,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.4789540917739409
3559,4428,43,entrepreneur,married,university.degree,no,no,no,telephone,may,tue,535,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.2898033391923721
3560,21638,45,blue-collar,married,high.school,no,no,no,cellular,aug,tue,194,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.7882945201123254
